	1	5
3	0.994	0.97
4	0.926	0.829
5	0.821	0.71
6	0.74	0.628
7	0.68	0.569
8	0.717	0.608
9	0.672	0.564
10	0.635	0.53
11	0.709	0.619
12	0.66	0.583
13	0.638	0.557
14	0.67	0.586
15	0.647	0.565
16	0.627	0.546
17	0.61	0.529
18	0.594	0.514
19	0.58	0.501
20	0.567	0.489
21	0.555	0.478
22	0.544	0.468
23	0.535	0.459
24	0.526	0.451
25	0.517	0.443
26	0.51	0.436
27	0.502	0.429
28	0.495	0.423
29	0.489	0.417
30	0.483	0.412
